INPUT,OUTPUT,helper
0.5447,4.137,8907
0.5456,4.1369,8906
0.546,4.1369,8905
0.5464,4.1369,8904
0.5466,4.1369,8903
0.5473,4.1369,8902
0.5481,4.1368,8901
0.5479,4.1369,8900
0.549,4.1368,8899
0.5494,4.1368,8898
0.5491,4.1369,8897
0.5504,4.137,8896
0.5509,4.137,8895
0.5506,4.1369,8894
0.5521,4.1368,8893
0.5517,4.1368,8892
0.5527,4.1369,8891
0.5538,4.137,8890
0.5527,4.1369,8889
0.5541,4.137,8888
0.5556,4.1371,8887
0.5541,4.1371,8886
0.556,4.137,8885
0.5566,4.1369,8884
0.5555,4.1369,8883
0.558,4.1368,8882
0.5582,4.1369,8881
0.557,4.1368,8880
0.5591,4.1368,8879
0.5584,4.137,8878
0.5597,4.1368,8877
0.5616,4.1371,8876
0.5591,4.137,8875
0.5613,4.1371,8874
0.5627,4.1371,8873
0.5608,4.1372,8872
0.5637,4.1371,8871
0.5638,4.1369,8870
0.5624,4.1368,8869
0.5645,4.137,8868
0.5652,4.1369,8867
0.5638,4.1368,8866
0.5666,4.1369,8865
0.5654,4.137,8864
0.5667,4.1369,8863
0.5683,4.1368,8862
0.5661,4.137,8861
0.5682,4.1368,8860
0.5701,4.1369,8859
0.5678,4.1371,8858
0.5702,4.1371,8857
0.5707,4.137,8856
0.5695,4.1368,8855
0.5719,4.1368,8854
0.5721,4.1368,8853
0.5709,4.1368,8852
0.573,4.1368,8851
0.5724,4.137,8850
0.5737,4.1369,8849
0.5753,4.137,8848
0.5735,4.1368,8847
0.575,4.1368,8846
0.5765,4.1368,8845
0.5751,4.1368,8844
0.5773,4.1368,8843
0.5776,4.137,8842
0.5767,4.1368,8841
0.5784,4.137,8840
0.579,4.1368,8839
0.5783,4.1368,8838
0.5801,4.1369,8837
0.5797,4.137,8836
0.5806,4.1369,8835
0.5816,4.137,8834
0.5811,4.137,8833
0.5823,4.1368,8832
0.5832,4.1368,8831
0.5828,4.1369,8830
0.5837,4.1369,8829
0.5842,4.1368,8828
0.5848,4.1369,8827
0.5851,4.1369,8826
0.5856,4.1368,8825
0.5862,4.1369,8824
0.5866,4.1368,8823
0.5875,4.1369,8822
0.5873,4.1369,8821
0.5879,4.1368,8820
0.5892,4.1368,8819
0.5888,4.1369,8818
0.5894,4.1368,8817
0.5908,4.1367,8816
0.5897,4.1369,8815
0.591,4.1368,8814
0.592,4.1369,8813
0.5917,4.1368,8812
0.5924,4.137,8811
0.5938,4.137,8810
0.5929,4.1369,8809
0.595,4.1368,8808
0.5941,4.1371,8807
0.5945,4.137,8806
0.5966,4.1371,8805
0.5955,4.137,8804
0.5957,4.1369,8803
0.5983,4.1372,8802
0.5965,4.1369,8801
0.5979,4.1372,8800
0.5998,4.1372,8799
0.5976,4.1374,8798
0.5996,4.1374,8797
0.6008,4.1373,8796
0.6001,4.1375,8795
0.6023,4.1374,8794
0.6009,4.1373,8793
0.6011,4.1373,8792
0.6037,4.1373,8791
0.6023,4.1373,8790
0.603,4.1374,8789
0.6054,4.1373,8788
0.603,4.1374,8787
0.6048,4.1372,8786
0.6069,4.1372,8785
0.6048,4.1374,8784
0.6065,4.1373,8783
0.6078,4.1374,8782
0.6066,4.1373,8781
0.6094,4.1372,8780
0.6079,4.1371,8779
0.6086,4.1372,8778
0.6106,4.1373,8777
0.6094,4.1374,8776
0.6095,4.1376,8775
0.6123,4.1376,8774
0.6105,4.1375,8773
0.6119,4.1375,8772
0.6138,4.1373,8771
0.6117,4.1375,8770
0.6135,4.1373,8769
0.6147,4.1376,8768
0.6141,4.1373,8767
0.6159,4.1373,8766
0.6151,4.1372,8765
0.6155,4.1374,8764
0.6173,4.1374,8763
0.6165,4.1373,8762
0.6172,4.1373,8761
0.6188,4.1373,8760
0.6177,4.1373,8759
0.6191,4.1373,8758
0.6203,4.1372,8757
0.6197,4.1372,8756
0.6205,4.1374,8755
0.6213,4.1374,8754
0.6212,4.1375,8753
0.6223,4.1373,8752
0.6225,4.1373,8751
0.6231,4.1372,8750
0.624,4.1374,8749
0.6241,4.1373,8748
0.6248,4.1372,8747
0.6248,4.1372,8746
0.6258,4.1373,8745
0.6262,4.1373,8744
0.6262,4.1373,8743
0.6275,4.1374,8742
0.6278,4.1374,8741
0.6275,4.1373,8740
0.6286,4.1375,8739
0.6286,4.1375,8738
0.6295,4.1375,8737
0.6305,4.1375,8736
0.6301,4.1372,8735
0.6311,4.1373,8734
0.6323,4.1374,8733
0.6311,4.1372,8732
0.6332,4.1375,8731
0.6334,4.1375,8730
0.6322,4.1374,8729
0.6345,4.1373,8728
0.6349,4.1375,8727
0.6339,4.1374,8726
0.6361,4.1376,8725
0.6352,4.1373,8724
0.6366,4.1375,8723
0.6375,4.1374,8722
0.6368,4.1373,8721
0.6379,4.1372,8720
0.6399,4.1372,8719
0.6376,4.1372,8718
0.6401,4.1373,8717
0.6405,4.1376,8716
0.639,4.1372,8715
0.642,4.1373,8714
0.6421,4.1373,8713
0.6407,4.1373,8712
0.643,4.1374,8711
0.6422,4.1374,8710
0.6436,4.1372,8709
0.6449,4.1373,8708
0.6436,4.1373,8707
0.6451,4.1375,8706
0.6465,4.1374,8705
0.6446,4.1374,8704
0.6475,4.1372,8703
0.6474,4.1374,8702
0.6461,4.1373,8701
0.6484,4.1373,8700
0.6491,4.1374,8699
0.6479,4.1373,8698
0.6504,4.1374,8697
0.6507,4.1374,8696
0.6493,4.1373,8695
0.6514,4.1374,8694
0.6507,4.1373,8693
0.652,4.1373,8692
0.6537,4.1375,8691
0.6518,4.1373,8690
0.6536,4.1372,8689
0.6548,4.1373,8688
0.6535,4.1373,8687
0.6557,4.1373,8686
0.6559,4.1373,8685
0.6554,4.1372,8684
0.6569,4.1372,8683
0.6574,4.1372,8682
0.6569,4.1372,8681
0.6585,4.1372,8680
0.6581,4.1373,8679
0.659,4.1374,8678
0.6599,4.1375,8677
0.6596,4.1373,8676
0.6607,4.1374,8675
0.6616,4.1373,8674
0.6612,4.1374,8673
0.6623,4.1373,8672
0.6632,4.1372,8671
0.6632,4.1374,8670
0.6634,4.1373,8669
0.6641,4.1374,8668
0.6648,4.1374,8667
0.665,4.1374,8666
0.666,4.1375,8665
0.6658,4.1376,8664
0.6661,4.1376,8663
0.6678,4.1376,8662
0.6672,4.1376,8661
0.6679,4.1374,8660
0.6694,4.1373,8659
0.6682,4.1373,8658
0.6693,4.1374,8657
0.6705,4.1373,8656
0.67,4.1374,8655
0.6709,4.1371,8654
0.6721,4.1372,8653
0.6713,4.1373,8652
0.6736,4.1372,8651
0.6725,4.1374,8650
0.673,4.1374,8649
0.6752,4.1373,8648
0.674,4.1373,8647
0.6742,4.1375,8646
0.6768,4.1373,8645
0.6751,4.1373,8644
0.6763,4.1372,8643
0.6778,4.1374,8642
0.6765,4.1374,8641
0.6779,4.1374,8640
0.6793,4.1374,8639
0.6786,4.1374,8638
0.6809,4.1373,8637
0.6794,4.1372,8636
0.6796,4.1373,8635
0.6825,4.1372,8634
0.6808,4.1375,8633
0.6814,4.1373,8632
0.6839,4.1375,8631
0.6815,4.1372,8630
0.6834,4.1375,8629
0.6849,4.1375,8628
0.684,4.1373,8627
0.6849,4.1374,8626
0.6864,4.1374,8625
0.6852,4.1373,8624
0.6879,4.1374,8623
0.6866,4.1373,8622
0.6869,4.1372,8621
0.6893,4.1372,8620
0.6879,4.1372,8619
0.6882,4.1372,8618
0.6908,4.1373,8617
0.689,4.1373,8616
0.6906,4.1374,8615
0.6917,4.1376,8614
0.6909,4.1372,8613
0.692,4.1374,8612
0.6932,4.1373,8611
0.6927,4.1372,8610
0.6945,4.1372,8609
0.6937,4.1374,8608
0.694,4.1373,8607
0.696,4.1373,8606
0.6952,4.1373,8605
0.6957,4.1375,8604
0.6973,4.1375,8603
0.6964,4.1376,8602
0.6975,4.1376,8601
0.6985,4.1376,8600
0.6984,4.1376,8599
0.6992,4.1373,8598
0.7001,4.1373,8597
0.7,4.1374,8596
0.701,4.1374,8595
0.701,4.1373,8594
0.7023,4.1374,8593
0.7021,4.1374,8592
0.7028,4.1372,8591
0.7035,4.1373,8590
0.7032,4.1373,8589
0.7043,4.1375,8588
0.7049,4.1373,8587
0.7046,4.1374,8586
0.7061,4.1372,8585
0.7064,4.1375,8584
0.706,4.1372,8583
0.7072,4.1373,8582
0.707,4.1374,8581
0.708,4.1375,8580
0.7091,4.1372,8579
0.7085,4.1372,8578
0.7096,4.1374,8577
0.7109,4.1374,8576
0.7095,4.1374,8575
0.7117,4.1374,8574
0.712,4.1375,8573
0.711,4.1375,8572
0.7131,4.1374,8571
0.7135,4.1374,8570
0.7124,4.1373,8569
0.7149,4.1373,8568
0.7137,4.1374,8567
0.715,4.1375,8566
0.7161,4.1375,8565
0.715,4.1374,8564
0.7167,4.1375,8563
0.7185,4.1375,8562
0.716,4.1374,8561
0.7187,4.1374,8560
0.7191,4.1373,8559
0.7176,4.1375,8558
0.7206,4.1374,8557
0.7207,4.1374,8556
0.7192,4.1373,8555
0.7216,4.1372,8554
0.7207,4.1375,8553
0.7221,4.1372,8552
0.7235,4.1374,8551
0.7223,4.1375,8550
0.7235,4.1375,8549
0.7253,4.1374,8548
0.7232,4.1374,8547
0.7261,4.1372,8546
0.7261,4.1373,8545
0.7246,4.1372,8544
0.7271,4.1372,8543
0.7276,4.1374,8542
0.7263,4.1376,8541
0.7289,4.1375,8540
0.7278,4.1375,8539
0.7292,4.1374,8538
0.73,4.1374,8537
0.7294,4.1373,8536
0.7305,4.1375,8535
0.7323,4.1373,8534
0.7305,4.1375,8533
0.7325,4.1372,8532
0.733,4.1372,8531
0.7321,4.1374,8530
0.7342,4.1372,8529
0.7345,4.1375,8528
0.7338,4.1374,8527
0.7354,4.1376,8526
0.7351,4.1374,8525
0.7362,4.1375,8524
0.7371,4.1374,8523
0.7369,4.1373,8522
0.7378,4.1373,8521
0.7385,4.1374,8520
0.7381,4.1374,8519
0.7394,4.1372,8518
0.7399,4.1374,8517
0.7399,4.1372,8516
0.741,4.1374,8515
0.7411,4.1375,8514
0.7417,4.1373,8513
0.742,4.1374,8512
0.7429,4.1374,8511
0.743,4.1372,8510
0.7435,4.1373,8509
0.7446,4.1372,8508
0.7443,4.1372,8507
0.7446,4.1372,8506
0.7462,4.1372,8505
0.7454,4.1375,8504
0.7465,4.1374,8503
0.7478,4.1376,8502
0.7466,4.1373,8501
0.7479,4.1375,8500
0.7492,4.1374,8499
0.7487,4.1374,8498
0.7504,4.1374,8497
0.7497,4.1375,8496
0.7499,4.1376,8495
0.7521,4.1376,8494
0.751,4.1372,8493
0.7515,4.1372,8492
0.7536,4.1374,8491
0.7517,4.1373,8490
0.7534,4.1374,8489
0.7554,4.1373,8488
0.7534,4.1376,8487
0.7551,4.1372,8486
0.7563,4.1374,8485
0.7552,4.1373,8484
0.7565,4.1374,8483
0.7577,4.1373,8482
0.757,4.1373,8481
0.7593,4.1373,8480
0.7579,4.1374,8479
0.7581,4.1374,8478
0.7609,4.1376,8477
0.7593,4.1373,8476
0.7599,4.1375,8475
0.7625,4.1374,8474
0.7601,4.1373,8473
0.7619,4.1375,8472
0.7634,4.1374,8471
0.7625,4.1374,8470
0.7635,4.1374,8469
0.7647,4.1373,8468
0.7636,4.1376,8467
0.7663,4.1374,8466
0.7649,4.1376,8465
0.7655,4.1376,8464
0.7677,4.1375,8463
0.7666,4.1374,8462
0.7667,4.1376,8461
0.7693,4.1376,8460
0.7675,4.1374,8459
0.7688,4.1374,8458
0.7702,4.1373,8457
0.7693,4.1372,8456
0.7706,4.1374,8455
0.7717,4.1374,8454
0.7713,4.1374,8453
0.7729,4.1374,8452
0.7721,4.1376,8451
0.7724,4.1374,8450
0.7745,4.1374,8449
0.7738,4.1373,8448
0.7745,4.1372,8447
0.7758,4.1374,8446
0.7749,4.1374,8445
0.776,4.1374,8444
0.777,4.1374,8443
0.777,4.1373,8442
0.7777,4.1374,8441
0.7784,4.1374,8440
0.7786,4.1375,8439
0.7795,4.1376,8438
0.7801,4.1375,8437
0.7804,4.1375,8436
0.7805,4.1374,8435
0.7813,4.1375,8434
0.7821,4.1374,8433
0.7816,4.1375,8432
0.7828,4.1373,8431
0.7833,4.1372,8430
0.783,4.1375,8429
0.7845,4.1374,8428
0.7848,4.1375,8427
0.7845,4.1376,8426
0.7858,4.1373,8425
0.7857,4.1374,8424
0.7866,4.1372,8423
0.788,4.1374,8422
0.7866,4.1373,8421
0.7881,4.1373,8420
0.7894,4.1372,8419
0.7878,4.1374,8418
0.7902,4.1372,8417
0.7906,4.1374,8416
0.7894,4.1373,8415
0.7913,4.1376,8414
0.792,4.1375,8413
0.7908,4.1375,8412
0.7934,4.1373,8411
0.7924,4.1373,8410
0.7936,4.1373,8409
0.7948,4.1372,8408
0.7931,4.1372,8407
0.7951,4.1373,8406
0.797,4.1375,8405
0.7946,4.1374,8404
0.797,4.1375,8403
0.7977,4.1375,8402
0.7961,4.1373,8401
0.7989,4.1374,8400
0.7992,4.1375,8399
0.7977,4.1376,8398
0.7999,4.1373,8397
0.7992,4.1374,8396
0.8006,4.1374,8395
0.8025,4.1375,8394
0.7999,4.1375,8393
0.8021,4.1375,8392
0.8036,4.1375,8391
0.8016,4.1376,8390
0.8045,4.1376,8389
0.8045,4.1374,8388
0.8034,4.1374,8387
0.8055,4.1374,8386
0.8061,4.1373,8385
0.8048,4.1376,8384
0.8072,4.1374,8383
0.8063,4.1373,8382
0.8075,4.1373,8381
0.8084,4.1373,8380
0.8078,4.1374,8379
0.8091,4.1374,8378
0.8105,4.1374,8377
0.8088,4.1375,8376
0.8109,4.1375,8375
0.8114,4.1373,8374
0.8107,4.1373,8373
0.8127,4.1374,8372
0.8129,4.1374,8371
0.8123,4.1374,8370
0.8137,4.1375,8369
0.8136,4.1374,8368
0.8144,4.1375,8367
0.8155,4.1375,8366
0.8154,4.1374,8365
0.8162,4.1376,8364
0.8169,4.1373,8363
0.8167,4.1374,8362
0.8179,4.1374,8361
0.8183,4.1375,8360
0.8196,4.1375,8359
0.8191,4.1376,8358
0.8195,4.1374,8357
0.8202,4.1374,8356
0.8203,4.1374,8355
0.8215,4.1373,8354
0.8213,4.1376,8353
0.8219,4.1376,8352
0.8232,4.1376,8351
0.8227,4.1374,8350
0.8231,4.1375,8349
0.8248,4.1373,8348
0.8239,4.1376,8347
0.8249,4.1375,8346
0.8265,4.1374,8345
0.825,4.1375,8344
0.8264,4.1373,8343
0.8276,4.1374,8342
0.827,4.1372,8341
0.8289,4.1373,8340
0.8279,4.1374,8339
0.8283,4.1374,8338
0.8307,4.1373,8337
0.8295,4.1374,8336
0.8301,4.1374,8335
0.8322,4.1374,8334
0.83,4.1375,8333
0.8319,4.1376,8332
0.8338,4.1376,8331
0.8319,4.1376,8330
0.8333,4.1376,8329
0.8348,4.1375,8328
0.8337,4.1375,8327
0.8363,4.1375,8326
0.8349,4.1374,8325
0.8355,4.1376,8324
0.8378,4.1372,8323
0.8364,4.1374,8322
0.8366,4.1376,8321
0.8394,4.1374,8320
0.8373,4.1376,8319
0.839,4.1375,8318
0.8409,4.1375,8317
0.8383,4.1374,8316
0.8404,4.1373,8315
0.8418,4.1376,8314
0.8411,4.1374,8313
0.8433,4.1375,8312
0.8421,4.1376,8311
0.8421,4.1374,8310
0.8447,4.1374,8309
0.8433,4.1375,8308
0.8439,4.1374,8307
0.8465,4.1376,8306
0.844,4.1374,8305
0.8458,4.1376,8304
0.8477,4.1376,8303
0.846,4.1374,8302
0.8476,4.1376,8301
0.8487,4.1376,8300
0.8479,4.1375,8299
0.8501,4.1375,8298
0.8491,4.1374,8297
0.8498,4.1374,8296
0.8514,4.1375,8295
0.8507,4.1375,8294
0.851,4.1376,8293
0.8529,4.1376,8292
0.852,4.1376,8291
0.853,4.1375,8290
0.8543,4.1374,8289
0.8535,4.1375,8288
0.8546,4.1373,8287
0.8555,4.1374,8286
0.8555,4.1373,8285
0.8565,4.1376,8284
0.8565,4.1373,8283
0.8571,4.1375,8282
0.8583,4.1373,8281
0.8583,4.1376,8280
0.8588,4.1374,8279
0.8588,4.1375,8278
0.8597,4.1374,8277
0.8607,4.1375,8276
0.8602,4.1374,8275
0.8614,4.1373,8274
0.8619,4.1376,8273
0.8613,4.1374,8272
0.863,4.1375,8271
0.8634,4.1374,8270
0.8627,4.1375,8269
0.8644,4.1376,8268
0.864,4.1375,8267
0.8652,4.1376,8266
0.8666,4.1375,8265
0.8651,4.1375,8264
0.8667,4.1375,8263
0.8679,4.1373,8262
0.8665,4.1374,8261
0.8689,4.1375,8260
0.869,4.1374,8259
0.8679,4.1373,8258
0.8699,4.1374,8257
0.8705,4.1373,8256
0.8693,4.1375,8255
0.8719,4.1374,8254
0.8708,4.1374,8253
0.8721,4.1374,8252
0.8736,4.1374,8251
0.8716,4.1373,8250
0.8736,4.1374,8249
0.8755,4.1374,8248
0.873,4.1374,8247
0.8757,4.1374,8246
0.8761,4.1376,8245
0.8747,4.1374,8244
0.8774,4.1376,8243
0.8777,4.1374,8242
0.8762,4.1375,8241
0.8785,4.1376,8240
0.8778,4.1374,8239
0.8791,4.1374,8238
0.881,4.1374,8237
0.8786,4.1373,8236
0.8806,4.1373,8235
0.8821,4.1374,8234
0.88,4.1375,8233
0.8829,4.1376,8232
0.8831,4.1376,8231
0.8817,4.1376,8230
0.884,4.1376,8229
0.8846,4.1376,8228
0.8834,4.1375,8227
0.8858,4.1376,8226
0.8849,4.1374,8225
0.8861,4.1376,8224
0.8872,4.1375,8223
0.8859,4.1375,8222
0.8876,4.1374,8221
0.8892,4.1375,8220
0.8875,4.1376,8219
0.8893,4.1375,8218
0.89,4.1376,8217
0.8892,4.1375,8216
0.8911,4.1374,8215
0.8915,4.1375,8214
0.891,4.1373,8213
0.8924,4.1373,8212
0.8922,4.1375,8211
0.8931,4.1372,8210
0.8942,4.1375,8209
0.8936,4.1373,8208
0.8947,4.1374,8207
0.8954,4.1374,8206
0.8954,4.1374,8205
0.8963,4.1376,8204
0.8966,4.1375,8203
0.8973,4.1375,8202
0.8975,4.1375,8201
0.8981,4.1374,8200
0.899,4.1374,8199
0.8988,4.1374,8198
0.9,4.1374,8197
0.8998,4.1374,8196
0.9002,4.1375,8195
0.9017,4.1375,8194
0.9012,4.1376,8193
0.9015,4.1376,8192
0.9033,4.1375,8191
0.9023,4.1374,8190
0.9035,4.1375,8189
0.9045,4.1375,8188
0.9038,4.1374,8187
0.9049,4.1374,8186
0.9061,4.1375,8185
0.9057,4.1375,8184
0.9075,4.1374,8183
0.9065,4.1374,8182
0.9066,4.1376,8181
0.9091,4.1376,8180
0.9079,4.1374,8179
0.9084,4.1375,8178
0.9109,4.1375,8177
0.9086,4.1374,8176
0.9104,4.1373,8175
0.9118,4.1373,8174
0.9108,4.1374,8173
0.9119,4.1376,8172
0.9133,4.1374,8171
0.9121,4.1376,8170
0.9149,4.1374,8169
0.9134,4.1375,8168
0.914,4.1374,8167
0.9164,4.1373,8166
0.9149,4.1374,8165
0.915,4.1373,8164
0.9179,4.1374,8163
0.9158,4.1374,8162
0.9174,4.1374,8161
0.9194,4.1374,8160
0.917,4.1376,8159
0.9188,4.1374,8158
0.9202,4.1375,8157
0.9194,4.1376,8156
0.9219,4.1375,8155
0.9203,4.1375,8154
0.9207,4.1372,8153
0.9233,4.1376,8152
0.9219,4.1374,8151
0.9225,4.1374,8150
0.9247,4.1375,8149
0.9225,4.1376,8148
0.9243,4.1375,8147
0.9261,4.1375,8146
0.9246,4.1373,8145
0.9258,4.1375,8144
0.9271,4.1375,8143
0.9262,4.1376,8142
0.9283,4.1376,8141
0.9276,4.1375,8140
0.9282,4.1373,8139
0.93,4.1374,8138
0.9293,4.1373,8137
0.9294,4.1374,8136
0.9312,4.1374,8135
0.9303,4.1375,8134
0.9314,4.1375,8133
0.9326,4.1376,8132
0.9321,4.1376,8131
0.9332,4.1377,8130
0.9339,4.1376,8129
0.9342,4.1376,8128
0.935,4.1375,8127
0.9356,4.1376,8126
0.9358,4.1375,8125
0.936,4.1375,8124
0.9367,4.1374,8123
0.9375,4.1373,8122
0.9372,4.1373,8121
0.9383,4.1373,8120
0.9387,4.1374,8119
0.9384,4.1375,8118
0.9398,4.1376,8117
0.9403,4.1375,8116
0.94,4.1373,8115
0.9416,4.1373,8114
0.941,4.1372,8113
0.9421,4.1374,8112
0.9428,4.1373,8111
0.9425,4.1374,8110
0.9435,4.1375,8109
0.945,4.1373,8108
0.9434,4.1373,8107
0.9453,4.1372,8106
0.946,4.1374,8105
0.9447,4.1374,8104
0.9474,4.1375,8103
0.9475,4.1375,8102
0.9463,4.1374,8101
0.9485,4.1372,8100
0.9478,4.1375,8099
0.9491,4.1373,8098
0.9503,4.1376,8097
0.9489,4.1373,8096
0.9506,4.1376,8095
0.952,4.1376,8094
0.95,4.1375,8093
0.9529,4.1376,8092
0.9532,4.1376,8091
0.9516,4.1376,8090
0.9541,4.1378,8089
0.9547,4.1378,8088
0.9532,4.1378,8087
0.956,4.1379,8086
0.9547,4.1379,8085
0.956,4.1379,8084
0.9571,4.1379,8083
0.9562,4.1379,8082
0.9577,4.1379,8081
0.9596,4.138,8080
0.9571,4.1379,8079
0.9597,4.1379,8078
0.9602,4.1376,8077
0.9588,4.1376,8076
0.9614,4.1379,8075
0.9616,4.1378,8074
0.9602,4.1379,8073
0.9624,4.138,8072
0.9618,4.1379,8071
0.9631,4.1379,8070
0.9642,4.1379,8069
0.9634,4.1379,8068
0.9645,4.1379,8067
0.966,4.1378,8066
0.9645,4.1378,8065
0.9661,4.1379,8064
0.9676,4.1379,8063
0.9661,4.1377,8062
0.968,4.1379,8061
0.9682,4.1378,8060
0.9678,4.1377,8059
0.9696,4.1378,8058
0.9699,4.1379,8057
0.9695,4.1379,8056
0.971,4.1377,8055
0.971,4.1377,8054
0.9717,4.1376,8053
0.9727,4.1377,8052
0.9722,4.1379,8051
0.9731,4.1376,8050
0.9739,4.1378,8049
0.9753,4.1377,8048
0.9745,4.1377,8047
0.9752,4.1377,8046
0.9758,4.1377,8045
0.976,4.1377,8044
0.9766,4.1379,8043
0.9774,4.1377,8042
0.9774,4.1378,8041
0.9788,4.1377,8040
0.9783,4.1377,8039
0.9788,4.1377,8038
0.9803,4.1376,8037
0.9797,4.1378,8036
0.9799,4.1378,8035
0.982,4.1379,8034
0.9809,4.1379,8033
0.982,4.1379,8032
0.9831,4.1378,8031
0.9824,4.1379,8030
0.9834,4.1378,8029
0.9847,4.1379,8028
0.9841,4.1378,8027
0.9861,4.1379,8026
0.9849,4.1377,8025
0.9852,4.1379,8024
0.9878,4.1378,8023
0.9863,4.1379,8022
0.9869,4.1377,8021
0.9893,4.1379,8020
0.987,4.1378,8019
0.989,4.1378,8018
0.9903,4.1378,8017
0.9895,4.1378,8016
0.9905,4.1378,8015
0.9918,4.1376,8014
0.9906,4.1377,8013
0.9934,4.1377,8012
0.9919,4.1379,8011
0.9924,4.1378,8010
0.9949,4.1379,8009
0.9934,4.1379,8008
0.9935,4.1378,8007
0.9965,4.1379,8006
0.9944,4.1379,8005
0.996,4.1379,8004
0.9974,4.1376,8003
0.996,4.1378,8002
0.9974,4.1377,8001
0.9988,4.1377,8000
0.9981,4.1377,7999
1.0003,4.1379,7998
0.9989,4.1379,7997
0.9991,4.1378,7996
1.0018,4.1379,7995
1.0006,4.1379,7994
1.0011,4.1377,7993
1.0034,4.1378,7992
1.0012,4.1377,7991
1.0029,4.1378,7990
1.0042,4.1379,7989
1.0037,4.1377,7988
1.0045,4.1379,7987
1.0056,4.1379,7986
1.0049,4.1378,7985
1.0069,4.1379,7984
1.0061,4.1379,7983
1.0068,4.1379,7982
1.0084,4.138,7981
1.0079,4.1378,7980
1.0081,4.1378,7979
1.0098,4.1378,7978
1.0092,4.1378,7977
1.01,4.1378,7976
1.0109,4.1379,7975
1.0109,4.1379,7974
1.0116,4.1379,7973
1.0125,4.1379,7972
1.0127,4.1379,7971
1.0138,4.1379,7970
1.0137,4.1379,7969
1.0145,4.1378,7968
1.0145,4.1379,7967
1.0153,4.138,7966
1.0159,4.138,7965
1.0156,4.138,7964
1.0171,4.1379,7963
1.0174,4.138,7962
1.017,4.1381,7961
1.0182,4.1381,7960
1.0189,4.1383,7959
1.0184,4.1382,7958
1.0202,4.1383,7957
1.0196,4.1382,7956
1.0206,4.1382,7955
1.0215,4.1381,7954
1.0209,4.1382,7953
1.0221,4.1383,7952
1.0236,4.1383,7951
1.0218,4.1383,7950
1.024,4.1384,7949
1.0245,4.1385,7948
1.0234,4.1383,7947
1.0259,4.1383,7946
1.0259,4.1383,7945
1.0248,4.1383,7944
1.027,4.1383,7943
1.0262,4.1383,7942
1.0274,4.1383,7941
1.0289,4.1383,7940
1.0277,4.1382,7939
1.0291,4.1383,7938
1.0306,4.1385,7937
1.0284,4.1383,7936
1.0316,4.1386,7935
1.0316,4.1385,7934
1.0301,4.1384,7933
1.0327,4.1385,7932
1.0331,4.1383,7931
1.0316,4.1384,7930
1.0344,4.1385,7929
1.0331,4.1383,7928
1.0346,4.1385,7927
1.0355,4.1383,7926
1.0347,4.1385,7925
1.036,4.1384,7924
1.038,4.1384,7923
1.0355,4.1385,7922
1.0379,4.1386,7921
1.0385,4.1383,7920
1.0372,4.1385,7919
1.04,4.1383,7918
1.0401,4.1382,7917
1.0388,4.1382,7916
1.0408,4.138,7915
1.0402,4.1383,7914
1.0416,4.1383,7913
1.0426,4.1383,7912
1.0416,4.1383,7911
1.043,4.1383,7910
1.0443,4.1383,7909
1.043,4.1382,7908
1.0452,4.1383,7907
1.0453,4.1383,7906
1.0446,4.1381,7905
1.0463,4.138,7904
1.0468,4.1382,7903
1.0463,4.1381,7902
1.0479,4.138,7901
1.0475,4.1382,7900
1.0484,4.1383,7899
1.0491,4.1383,7898
1.0492,4.1384,7897
1.0502,4.1384,7896
1.051,4.1383,7895
1.0507,4.1383,7894
1.0516,4.1381,7893
1.0524,4.1383,7892
1.0528,4.1384,7891
1.0528,4.1384,7890
1.0535,4.1383,7889
1.0542,4.1384,7888
1.0543,4.1382,7887
1.0555,4.1382,7886
1.0552,4.1383,7885
1.0555,4.1383,7884
1.057,4.1383,7883
1.0568,4.1383,7882
1.0572,4.1381,7881
1.0588,4.1381,7880
1.0575,4.1381,7879
1.0587,4.1381,7878
1.0603,4.138,7877
1.059,4.1382,7876
1.0602,4.1383,7875
1.0614,4.1383,7874
1.0607,4.1383,7873
1.063,4.1383,7872
1.0618,4.1383,7871
1.0624,4.1383,7870
1.0645,4.1382,7869
1.0634,4.1383,7868
1.0634,4.1384,7867
1.0662,4.1382,7866
1.0644,4.1383,7865
1.0658,4.1383,7864
1.0679,4.1381,7863
1.0653,4.1383,7862
1.0673,4.1383,7861
1.0687,4.1383,7860
1.0679,4.1383,7859
1.0688,4.1384,7858
1.0703,4.1383,7857
1.069,4.1382,7856
1.0719,4.1382,7855
1.0701,4.1382,7854
1.0706,4.1383,7853
1.0733,4.1384,7852
1.0717,4.1384,7851
1.0719,4.1385,7850
1.0748,4.1385,7849
1.0727,4.1383,7848
1.0741,4.1383,7847
1.0757,4.1384,7846
1.0744,4.1383,7845
1.0758,4.1381,7844
1.0774,4.1381,7843
1.0764,4.1379,7842
1.0787,4.138,7841
1.0772,4.1378,7840
1.0775,4.1381,7839
1.0801,4.138,7838
1.0788,4.1383,7837
1.0793,4.138,7836
1.0816,4.138,7835
1.0797,4.138,7834
1.0814,4.138,7833
1.0826,4.1382,7832
1.082,4.138,7831
1.0828,4.1382,7830
1.084,4.1383,7829
1.0833,4.1383,7828
1.0853,4.1383,7827
1.0845,4.1382,7826
1.0849,4.1382,7825
1.0867,4.1384,7824
1.0861,4.1385,7823
1.0865,4.1384,7822
1.0882,4.1386,7821
